PhraseId	SentenceId	Phrase	Sentiment
6837 	3522 	awful snooze .	0 
6838 	3522 	snooze	0 
6839 	3523 	", carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff ."	0 
6810 	3521 	"A thoroughly engaging , surprisingly touching British comedy ."	1 
6811 	3521 	"A thoroughly engaging , surprisingly touching British comedy"	1 
6812 	3526 	The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .	1 
6813 	3526 	The film has a terrific look	1 
6811 	3526 	has a terrific look	1 
6815 	3526 	terrific look	1 
6816 	3526 	has a feel for the character at all stages of her life	1 
6817 	3527 	"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ."	1 
6818 	3527 	"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ."	1 
6819 	3527 	"an eerily suspenseful , deeply absorbing piece"	1 
6850 	3527 	deeply absorbing piece	1 
6851 	3527 	as a treatise on spirituality as well as a solid sci-fi thriller	1 
6852 	3529 	should make it required viewing in university computer science departments for years to come	1 
6853 	3529 	viewing in university computer science departments for years to come	1 
6851 	3531 	is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .	0 
6855 	3531 	is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie	0 
6856 	3531 	75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie	0 
6857 	3531 	wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie	0 
6858 	3531 	the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie	0 
6859 	3532 	an uppity musical beat that you can dance to	1 
6860 	3532 	"the wit , humor and snappy dialogue"	1 
6861 	3532 	"wit , humor and snappy dialogue"	1 
6862 	3532 	humor and snappy dialogue	1 
6863 	3533 	"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift ."	1 
6861 	3533 	"does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift"	1 
6865 	3539 	This is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .	1 
6866 	3539 	is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .	1 
6867 	3539 	an elegantly balanced movie -- every member of the ensemble has something fascinating to do --	1 
6868 	3539 	an elegantly balanced movie	1 
6869 	3539 	elegantly balanced movie	1 
6870 	3539 	every member of the ensemble has something fascinating to do	1 
6871 	3510 	"is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil ."	0 
6872 	3511 	An enjoyable feel-good family comedy regardless of race	1 
6873 	3511 	feel-good family comedy	1 
6871 	3513 	so uncool the only thing missing is the `` Gadzooks ! ''	0 
6875 	3515 	"is a cinephile 's feast , an invitation to countless interpretations"	1 
6876 	3515 	"a cinephile 's feast ,"	1 
6877 	3516 	Going to this movie is a little like chewing whale blubber	0 
6878 	3516 	is a little like chewing whale blubber	0 
6879 	3517 	"Both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded ."	0 
6880 	3517 	"Both shrill and soporific , and because everything is repeated five or six times"	0 
6881 	3517 	tiresomely simpleminded	0 
6882 	3550 	"explosions , sadism and seeing people"	0 
6883 	3552 	a sense-of-humour failure	0 
6881 	3552 	does not deserve to go down with a ship as leaky as this .	0 
6885 	3552 	does not deserve to go down with a ship as leaky as this	0 
6886 	3552 	deserve to go down with a ship as leaky as this	0 
6887 	3552 	go down with a ship as leaky as this	0 
6888 	3552 	go down with a ship as leaky	0 
6889 	3551 	own staggeringly unoriginal terms	0 
6890 	3551 	this gender-bending comedy is generally quite funny .	1 
6891 	3551 	quite funny	1 
6892 	3555 	An already thin story boils down to surviving invaders seeking an existent anti-virus .	0 
6893 	3557 	This thing is just garbage .	0 
6891 	3557 	is just garbage .	0 
6895 	3557 	is just garbage	0 
6896 	3558 	monotony	0 
6897 	3566 	succeeds primarily with her typical blend of unsettling atmospherics	1 
6898 	3566 	that burn themselves upon the viewer 's memory	1 
6899 	3568 	"Stinks from start to finish , like a wet burlap sack of gloom"	0 
6900 	3568 	Stinks from start	0 
6901 	3568 	like a wet burlap sack of gloom	0 
6902 	3569 	", Cletis Tout might inspire a trip to the video store -- in search of a better movie experience ."	0 
6903 	3569 	Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .	0 
6901 	3569 	might inspire a trip to the video store -- in search of a better movie experience	0 
6905 	3569 	inspire a trip to the video store -- in search of a better movie experience	0 
6906 	3569 	a better movie experience	1 
6907 	3570 	so intensely feminine that it serves as the antidote -LRB- and cannier doppelganger -RRB- to Diesel 's XXX flex-a-thon .	1 
6908 	3571 	"veered off too far into the Exxon zone , and"	0 
6909 	3571 	looking for a return ticket	0 
6910 	3571 	"It 's super - violent , super-serious and super-stupid ."	0 
6911 	3571 	"'s super - violent , super-serious and super-stupid"	0 
6912 	3571 	"super - violent , super-serious and super-stupid"	0 
6913 	3571 	super -	1 
6911 	3571 	super-stupid	0 
6915 	3575 	"-LRB- N -RRB- o matter how much good will the actors generate , Showtime eventually folds under its own thinness ."	0 
6916 	3575 	Showtime eventually folds under its own thinness .	0 
6917 	3575 	folds under its own thinness	0 
6918 	3576 	"I ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ..."	0 
6919 	3576 	"ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ..."	0 
6920 	3576 	"ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents"	0 
6921 	3576 	"begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents"	0 
6922 	3576 	"tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents"	0 
6923 	3576 	"how resolutely unamusing , how thoroughly unrewarding all of this is , and"	0 
6921 	3576 	"resolutely unamusing , how thoroughly unrewarding all of this is"	0 
6925 	3576 	"resolutely unamusing ,"	0 
6926 	3576 	how thoroughly unrewarding all of this	0 
6927 	3576 	thoroughly unrewarding all of this	0 
6928 	3576 	unrewarding	0 
6929 	3578 	succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing .	1 
6930 	3578 	in delivering a dramatic slap in the face that 's simultaneously painful and refreshing	1 
6931 	3579 	"At just over an hour , Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ."	1 
6932 	3579 	", Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ."	1 
6933 	3579 	"Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ."	1 
6931 	3579 	"will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ."	1 
6935 	3579 	"will leave you wanting more , not to mention leaving you with some laughs and a smile on your face"	1 
6936 	3579 	"leave you wanting more , not to mention leaving you with some laughs and a smile on your face"	1 
6937 	3579 	"leave you wanting more ,"	1 
6938 	3580 	Eckstraordinarily lame and Severely	0 
6939 	3581 	Dramatically lackluster .	0 
6910 	3581 	"You do n't need to be a hip-hop fan to appreciate Scratch , and that 's the mark of a documentary that works"	1 
6911 	3581 	that 's the mark of a documentary that works	1 
6912 	3586 	"a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing"	1 
6913 	3588 	Clockstoppers if you have nothing better to do with 91 minutes	0 
6911 	3588 	you have nothing better to do with 91 minutes	0 
6915 	3589 	"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers ."	1 
6916 	3589 	"A lot of fun , with an undeniable energy"	1 
6917 	3589 	"fun , with an undeniable energy"	1 
6918 	3589 	with an undeniable energy	1 
6919 	3589 	undeniable energy	1 
6950 	3590 	"A relentless , bombastic and ultimately empty World War II action"	0 
6951 	3593 	Works as pretty contagious fun .	1 
6952 	3591 	"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter"	0 
6953 	3591 	tremendous promise	1 
6951 	3591 	"introducing an intriguing and alluring premise ,"	1 
6955 	3591 	introducing an intriguing and alluring premise	1 
6956 	3591 	an intriguing and alluring premise	1 
6957 	3591 	intriguing and alluring	1 
6958 	3591 	to a boatload of screenwriting cliches that sink it faster than a leaky freighter	0 
6959 	3591 	screenwriting cliches that sink it faster than a leaky freighter	0 
6960 	3591 	cliches that sink it faster than a leaky freighter	0 
6961 	3596 	"Juliette Binoche 's Sand is vivacious ,"	1 
6962 	3597 	"While Howard 's appreciation of Brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through"	0 
6963 	3597 	Howard 's appreciation of Brown and his writing is clearly well-meaning and sincere	1 
6961 	3597 	well-meaning and sincere	1 
6965 	3597 	", the movie would be impossible to sit through"	0 
6966 	3597 	be impossible to sit through	0 
6967 	3597 	impossible to sit through	0 
6968 	3598 	Knows how to make our imagination wonder .	1 
6969 	3599 	wastes its time on mood rather than	0 
6970 	3599 	wastes its time	0 
6971 	3600 	pure finesse	1 
6972 	3601 	-LRB- Westbrook -RRB- makes a wonderful subject for the camera .	1 
6973 	3601 	makes a wonderful subject for the camera	1 
6971 	3601 	wonderful subject	1 
6975 	3602 	"The overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude ."	1 
6976 	3602 	"is awe and affection -- and a strange urge to get on a board and , uh , shred , dude ."	1 
6977 	3602 	awe and affection -- and	1 
6978 	3603 	"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid ."	1 
6979 	3603 	"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid"	1 
6980 	3603 	the film operates nicely off the element of surprise	1 
6981 	3603 	the large cast is solid	1 
6982 	3605 	Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .	1 
6983 	3605 	wickedly funny	1 
6981 	3607 	As steamy as last week 's pork dumplings .	0 
6985 	3610 	"Maggie Smith as the Ya-Ya member with the O2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment ."	1 
6986 	3610 	"will absolutely crack you up with her crass , then gasp for gas , verbal deportment"	1 
6987 	3611 	completely loveable	1 
6988 	3615 	"Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery ."	1 
6989 	3615 	", uncommonly sincere movie that portrays the frank humanity of ... emotional recovery"	1 
6990 	3616 	"clumsily staged violence overshadows everything , including most of the actors ."	0 
6991 	3616 	"staged violence overshadows everything , including most of the actors"	0 
6992 	3620 	"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations ."	1 
6993 	3620 	"The ensemble cast turns in a collectively stellar performance , and"	1 
6991 	3620 	"The ensemble cast turns in a collectively stellar performance ,"	1 
6995 	3620 	turns in a collectively stellar performance	1 
6996 	3620 	in a collectively stellar performance	1 
6997 	3620 	a collectively stellar performance	1 
6998 	3620 	stellar performance	1 
6999 	3620 	"the writing is tight and truthful , full of funny situations and honest observations"	1 
7000 	3620 	"tight and truthful , full of funny situations and honest observations"	1 
7001 	3620 	full of funny situations and honest observations	1 
7002 	3620 	funny situations and honest observations	1 
7003 	3623 	An entertaining documentary	1 
7001 	3621 	Brave and sweetly	1 
7005 	3625 	A half-assed film .	0 
7006 	3625 	half-assed film .	0 
7007 	3626 	"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically ."	1 
7008 	3626 	paint-by-number American blockbusters like Pearl Harbor	0 
7009 	3627 	The cumulative effect of the movie is repulsive and depressing .	0 
7010 	3627 	is repulsive and depressing	0 
7011 	3627 	repulsive and depressing	0 
7012 	3627 	repulsive and	0 
7013 	3627 	repulsive	0 
7011 	3628 	", Thirteen Conversations About One Thing is a small gem ."	1 
7015 	3628 	About One Thing is a small gem .	1 
7016 	3631 	digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations	1 
7017 	3632 	"Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin ."	1 
7018 	3632 	"is smart writing , skewed characters , and the title performance by Kieran Culkin ."	1 
7019 	3632 	"is smart writing , skewed characters , and the title performance by Kieran Culkin"	1 
7020 	3633 	"As a vehicle to savour Binoche 's skill , the film is well worthwhile ."	1 
7021 	3633 	", the film is well worthwhile ."	1 
7022 	3633 	the film is well worthwhile .	1 
7023 	3633 	is well worthwhile .	1 
7021 	3633 	is well worthwhile	1 
7025 	3633 	well worthwhile	1 
7026 	3631 	Most of the storylines feel like time fillers between surf shots .	0 
7027 	3635 	"The most memorable moment was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ."	0 
7028 	3635 	most memorable	1 
7029 	3635 	"was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ."	0 
7030 	3635 	"was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration"	0 
7031 	3635 	"when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration"	0 
7032 	3635 	because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0 
7033 	3635 	I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0 
7031 	3635 	had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0 
7035 	3635 	a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0 
7036 	3635 	serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0 
7037 	3635 	to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0 
7038 	3635 	toss it at the screen in frustration	0 
7039 	3636 	Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair	0 
7010 	3636 	the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair	0 
7011 	3636 	are as contrived and artificial as Kerrigan 's platinum-blonde hair	0 
7012 	3639 	"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded ."	1 
7013 	3639 	"A colorful , vibrant introduction to a universal human impulse"	1 
7011 	3639 	"colorful , vibrant introduction"	1 
7015 	3639 	", lushly photographed and beautifully recorded ."	1 
7016 	3639 	photographed and beautifully recorded	1 
7017 	3610 	A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .	0 
7018 	3612 	when his story ends or just ca n't tear himself away from the characters	1 
7019 	3615 	weaving a theme throughout this funny film	1 
7050 	3616 	"A bland , obnoxious 88-minute"	0 
7051 	3616 	"bland , obnoxious 88-minute"	0 
7052 	3616 	", obnoxious 88-minute"	0 
7053 	3616 	obnoxious 88-minute	0 
7051 	3617 	Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .	1 
7055 	3617 	Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one	1 
7056 	3617 	Astonishingly skillful and moving ...	1 
7057 	3617 	Astonishingly skillful and moving	1 
7058 	3617 	it could become a historically significant work as well as a masterfully made one	1 
7059 	3617 	could become a historically significant work as well as a masterfully made one	1 
7060 	3617 	become a historically significant work as well as a masterfully made one	1 
7061 	3617 	historically significant work	1 
7062 	3617 	as a masterfully made one	1 
7063 	3617 	a masterfully made one	1 
7061 	3650 	The lead actors share no chemistry or engaging charisma .	0 
7065 	3650 	share no chemistry or engaging charisma	0 
7066 	3650 	no chemistry or engaging charisma	0 
7067 	3651 	"A much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian English title would have you believe ."	1 
7068 	3651 	"A much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian English title"	1 
7069 	3651 	"A much better documentary -- more revealing , more emotional and more surprising --"	1 
7070 	3651 	A much better documentary	1 
7071 	3651 	"-- more revealing , more emotional and more surprising --"	1 
7072 	3651 	"more revealing , more emotional and more surprising"	1 
7073 	3652 	"most audacious , outrageous , sexually explicit , psychologically probing"	1 
7071 	3651 	Less funny than it should be and less funny than it thinks it is .	0 
7075 	3651 	Less funny than it should be and less funny than it thinks it is	0 
7076 	3656 	otherwise comic narrative	1 
7077 	3657 	"given the stale plot and pornographic way the film revels in swank apartments , clothes and parties"	0 
7078 	3657 	stale plot and pornographic way	0 
7079 	3658 	does n't work because there is no foundation for it	0 
7080 	3659 	"Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen ."	1 
7081 	3659 	", this is one of the best-sustained ideas I have ever seen on the screen ."	1 
7082 	3659 	this is one of the best-sustained ideas I have ever seen on the screen .	1 
7083 	3659 	is one of the best-sustained ideas I have ever seen on the screen .	1 
7081 	3659 	is one of the best-sustained ideas I have ever seen on the screen	1 
7085 	3659 	one of the best-sustained ideas I have ever seen on the screen	1 
7086 	3659 	of the best-sustained ideas I have ever seen on the screen	1 
7087 	3659 	the best-sustained ideas I have ever seen on the screen	1 
7088 	3660 	appealingly manic and energetic	1 
7089 	3661 	a compelling dramatic means of addressing a complex situation	1 
7090 	3663 	"It is dark , brooding and slow , and takes its central idea way too seriously ."	0 
7091 	3663 	"is dark , brooding and slow , and takes its central idea way too seriously"	0 
7092 	3661 	Seemingly disgusted with the lazy material and the finished product 's unshapely look	0 
7093 	3661 	disgusted with the lazy material and the finished product 's unshapely look	0 
7091 	3661 	disgusted	0 
7095 	3661 	the lazy material and	0 
7096 	3661 	the lazy material	0 
7097 	3665 	Sweet and memorable film .	1 
7098 	3665 	memorable film	1 
7099 	3669 	deserves to be seen everywhere	1 
7100 	3670 	relatively flavorless	0 
7101 	3671 	An uplifting drama	1 
7102 	3672 	the positive change in tone	1 
7103 	3673 	Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors ...	0 
7101 	3673 	Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors	0 
7105 	3675 	I love the robust middle of this picture .	1 
7106 	3675 	love the robust middle of this picture .	1 
7107 	3676 	"is a thoughtful examination of faith , love and power ."	1 
7108 	3676 	love and power	1 
7109 	3677 	I laughed throughout the movie	1 
7110 	3678 	"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment ."	0 
7111 	3678 	"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so"	0 
7112 	3678 	"an appalling , odoriferous thing ... so"	0 
7113 	3678 	"an appalling ,"	0 
7111 	3678 	"appalling ,"	0 
7115 	3678 	appalling	0 
7116 	3678 	odoriferous thing	0 
7117 	3678 	rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .	0 
7118 	3678 	rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment	0 
7119 	3678 	rotten in almost every single facet of production	0 
7120 	3678 	that you 'll want to crawl up your own \*\*\* in embarrassment	0 
7121 	3678 	you 'll want to crawl up your own \*\*\* in embarrassment	0 
7122 	3678 	'll want to crawl up your own \*\*\* in embarrassment	0 
7123 	3678 	to crawl up your own \*\*\* in embarrassment	0 
7121 	3679 	"Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched ."	1 
7125 	3679 	"Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched"	1 
7126 	3679 	"Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story ,"	1 
7127 	3679 	"Engages us in constant fits of laughter ,"	1 
7128 	3679 	Engages us in constant fits of laughter	1 
7129 	3679 	ourselves surprised at how much we care about the story	1 
7130 	3679 	we care about the story	1 
7131 	3679 	end up walking out not only satisfied but also somewhat touched	1 
7132 	3683 	This film puts Wang at the forefront of China 's Sixth Generation of film makers .	1 
7133 	3683 	puts Wang at the forefront of China 's Sixth Generation of film makers	1 
7131 	3681 	completely satisfying	1 
7135 	3686 	The concept behind Kung Pow : Enter the Fist is hilarious	1 
7136 	3686 	Enter the Fist is hilarious	1 
7137 	3686 	is hilarious	1 
7138 	3687 	It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .	1 
7139 	3687 	zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special	1 
7110 	3687 	adding the rich details and go-for-broke acting that heralds something special	1 
7111 	3687 	go-for-broke acting that heralds something special	1 
7112 	3687 	acting that heralds something special	1 
7113 	3687 	that heralds something special	1 
7111 	3687 	heralds something special	1 
7115 	3688 	An uncomfortable experience	0 
7116 	3688 	one as brave and challenging as you could possibly expect these days from American cinema	1 
7117 	3692 	Depressingly thin and exhaustingly contrived .	0 
7118 	3693 	Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .	1 
7119 	3693 	is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .	1 
7150 	3693 	a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation	1 
7151 	3693 	a fine-looking film with a bouncy score	1 
7152 	3693 	a fine-looking film	1 
7153 	3693 	fine-looking film	1 
7151 	3691 	"'s fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom ."	1 
7155 	3695 	"guess a space station in the year 2155 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-"	0 
7156 	3695 	"can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-"	0 
7157 	3697 	passion and energy	1 
7158 	3698 	was more diverting and thought-provoking than I 'd expected it to be	1 
7159 	3699 	It makes me say the obvious : Abandon all hope of a good movie ye who enter here .	0 
7160 	3699 	makes me say the obvious : Abandon all hope of a good movie ye who enter here .	0 
7161 	3699 	me say the obvious : Abandon all hope of a good movie ye who enter here	0 
7162 	3699 	say the obvious : Abandon all hope of a good movie ye who enter here	0 
7163 	3699 	Abandon all hope of a good movie ye who enter here	0 
7161 	3700 	is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure	0 
7165 	3700 	is as deep as a Petri dish and as well-characterized	0 
7166 	3701 	a testament to the film 's considerable charm	1 
7167 	3701 	to the film 's considerable charm	1 
7168 	3701 	the film 's considerable charm	1 
7169 	3701 	succeeds in entertaining	1 
7170 	3702 	Its audacious ambitions sabotaged by pomposity	0 
7171 	3702 	sabotaged by pomposity	0 
7172 	3702 	", Steven Soderbergh 's space opera emerges as a numbingly dull experience ."	0 
7173 	3702 	emerges as a numbingly dull experience	0 
7171 	3702 	as a numbingly dull experience	0 
7175 	3702 	numbingly dull experience	0 
7176 	3702 	numbingly dull	0 
7177 	3703 	"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop ."	0 
7178 	3703 	"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop"	0 
7179 	3703 	"boring , pretentious"	0 
7180 	3703 	"that uses a sensational , real-life 19th-Century crime as a metaphor for"	1 
7181 	3703 	"sensational , real-life 19th-Century crime"	1 
7182 	3703 	all the dramatic weight of a raindrop	0 
7183 	3705 	Jackie Chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing	1 
7181 	3705 	's easy to like and always leaves us laughing	1 
7185 	3705 	leaves us laughing	1 
7186 	3706 	Thoroughly enjoyable	1 
7187 	3707 	-LRB- Leigh -RRB- has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable .	1 
7188 	3707 	has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable .	1 
7189 	3707 	has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable	1 
7190 	3707 	a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable	1 
7191 	3707 	a true talent	1 
7192 	3707 	for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable	1 
7193 	3707 	wrenching performances	1 
7191 	3707 	from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable	1 
7195 	3708 	"is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type"	0 
7196 	3708 	"a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text --"	0 
7197 	3708 	of healthy eccentric inspiration and ambition	1 
7198 	3708 	when it 's really an exercise in gross romanticization of the delusional personality type	0 
7199 	3712 	"feels secondhand , familiar -- and not in a good way"	0 
7200 	3716 	"A fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` It 's never too late to believe in your dreams . '"	1 
7201 	3716 	A fun family movie that 's suitable for all ages -- a movie that will make you laugh	1 
7202 	3716 	that 's suitable for all ages -- a movie that will make you laugh	1 
7203 	3716 	all ages -- a movie that will make you laugh	1 
7201 	3717 	"-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it ."	1 
7205 	3717 	-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code	1 
7206 	3717 	Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code	1 
7207 	3717 	-RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code	1 
7208 	3717 	utterly convincing -- and deeply appealing --	1 
7209 	3717 	-- and deeply appealing --	1 
7210 	3717 	deeply appealing	1 
7211 	3717 	ca n't quite live up to it	0 
7212 	3718 	One of the most unpleasant things the studio has ever produced .	0 
7213 	3720 	unable to reproduce the special spark between the characters that made the first film such a delight	0 
7211 	3720 	such a delight	1 
7215 	3720 	a delight	1 
7216 	3721 	He nonetheless appreciates the art and reveals a music scene that transcends culture and race .	1 
7217 	3721 	appreciates the art and reveals a music scene that transcends culture and race .	1 
7218 	3721 	a music scene that transcends culture and race	1 
7219 	3722 	"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality ."	1 
7220 	3722 	"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality"	1 
7221 	3722 	his own infinite insecurity is a work of outstanding originality	1 
7222 	3722 	is a work of outstanding originality	1 
7223 	3722 	a work of outstanding originality	1 
7221 	3722 	outstanding originality	1 
7225 	3721 	a terrible film	0 
7226 	3721 	terrible film	0 
7227 	3725 	Will warm your heart without making you feel guilty about it .	1 
7228 	3726 	rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative	1 
7229 	3726 	the performances and the cinematography to the outstanding soundtrack and unconventional narrative	1 
7230 	3726 	cinematography to the outstanding soundtrack and unconventional narrative	1 
7231 	3726 	cinematography to the outstanding soundtrack and unconventional	1 
7232 	3726 	cinematography to the outstanding soundtrack and	1 
7233 	3726 	outstanding soundtrack	1 
7231 	3726 	", the film is blazingly alive and admirable on many levels ."	1 
7235 	3726 	the film is blazingly alive and admirable on many levels .	1 
7236 	3726 	is blazingly alive and admirable on many levels .	1 
7237 	3726 	is blazingly alive and admirable on many levels	1 
7238 	3726 	blazingly alive and admirable on many levels	1 
7239 	3727 	"'s the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona"	1 
